valorTotal;ide_dhEmi_$date;ide_natOp;infAdic_infCpl;total_icmsTot_vDesc;total_icmsTot_vFrete;total_icmsTot_vOutro;total_icmsTot_vProd;total_icmsTot_vSeg;total_icmsTot_vTotTrib;total_icmsTot_vbc;total_icmsTot_vbcst;total_icmsTot_vcofins;total_icmsTot_vicms;total_icmsTot_vicmsDeson;total_icmsTot_vii;total_icmsTot_vipi;total_icmsTot_vnf;total_icmsTot_vpis;total_icmsTot_vst;nItem;prod_indTot;prod_qCom;prod_uCom;prod_vProd;prod_vUnCom;prod_xProd
42.61;2016-01-09T13:09:47.000Z;VENDA;Mesa 46;0.0;0.0;0.0;42.61;0.0;5.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.61;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
30.25;2016-01-09T13:11:30.000Z;VENDA;Mesa 53;0.0;0.0;0.0;30.25;0.0;2.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.25;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
30.25;2016-01-09T13:11:30.000Z;VENDA;Mesa 53;0.0;0.0;0.0;30.25;0.0;2.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.25;0.0;0.0;2;1;0.39;KG;26.75;68.6;BUFFET
27.51;2016-01-09T13:12:19.000Z;VENDA;Mesa 55;0.0;0.0;0.0;27.51;0.0;2.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.51;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
27.51;2016-01-09T13:12:19.000Z;VENDA;Mesa 55;0.0;0.0;0.0;27.51;0.0;2.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.51;0.0;0.0;2;1;0.35;KG;24.01;68.6;BUFFET
31.94;2016-01-09T13:13:08.000Z;VENDA;Mesa 30;0.0;0.0;0.0;31.94;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.94;0.0;0.0;1;1;0.4;KG;27.44;68.6;BUFFET
31.94;2016-01-09T13:13:08.000Z;VENDA;Mesa 30;0.0;0.0;0.0;31.94;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.94;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
30.45;2016-01-09T13:13:48.000Z;VENDA;Mesa 29;0.0;0.0;0.0;30.45;0.0;1.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.45;0.0;0.0;1;1;0.444;KG;30.45;68.6;BUFFET
68.24;2016-01-09T13:14:37.000Z;VENDA;Mesa 60;0.0;0.0;0.0;68.24;0.0;4.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.24;0.0;0.0;1;1;2.0;UN;9.0;4.5;SUCO
68.24;2016-01-09T13:14:37.000Z;VENDA;Mesa 60;0.0;0.0;0.0;68.24;0.0;4.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.24;0.0;0.0;2;1;0.798;KG;54.74;68.6;BUFFET
68.24;2016-01-09T13:14:37.000Z;VENDA;Mesa 60;0.0;0.0;0.0;68.24;0.0;4.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.24;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
47.81;2016-01-09T13:15:28.000Z;VENDA;Mesa 56;0.0;0.0;0.0;47.81;0.0;3.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.81;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
47.81;2016-01-09T13:15:28.000Z;VENDA;Mesa 56;0.0;0.0;0.0;47.81;0.0;3.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.81;0.0;0.0;2;1;0.646;KG;44.31;68.6;BUFFET
41.67;2016-01-09T13:17:53.000Z;VENDA;Mesa 47;0.0;0.0;0.0;41.68;0.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.68;0.0;0.0;1;1;0.542;KG;37.18;68.6;BUFFET
41.67;2016-01-09T13:17:53.000Z;VENDA;Mesa 47;0.0;0.0;0.0;41.68;0.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.68;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
69.52;2016-01-09T13:21:05.000Z;VENDA;Mesa 64;0.0;0.0;0.0;69.53;0.0;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.53;0.0;0.0;1;1;0.948;KG;65.03;68.6;BUFFET
69.52;2016-01-09T13:21:05.000Z;VENDA;Mesa 64;0.0;0.0;0.0;69.53;0.0;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.53;0.0;0.0;2;1;1.0;UN;4.5;4.5;SUCO
58.82;2016-01-09T13:21:57.000Z;VENDA;Mesa 61;0.0;0.0;0.0;58.83;0.0;2.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.83;0.0;0.0;1;1;0.792;KG;54.33;68.6;BUFFET
58.82;2016-01-09T13:21:57.000Z;VENDA;Mesa 61;0.0;0.0;0.0;58.83;0.0;2.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.83;0.0;0.0;2;1;1.0;UN;4.5;4.5;SUCO
98.12;2016-01-09T13:27:05.000Z;VENDA;Mesa 35;0.0;0.0;0.0;98.14;0.0;7.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.14;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
98.12;2016-01-09T13:27:05.000Z;VENDA;Mesa 35;0.0;0.0;0.0;98.14;0.0;7.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.14;0.0;0.0;2;1;1.314;KG;90.14;68.6;BUFFET
98.12;2016-01-09T13:27:05.000Z;VENDA;Mesa 35;0.0;0.0;0.0;98.14;0.0;7.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.14;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
27.0;2016-01-09T13:29:57.000Z;VENDA;Mesa 44;0.0;0.0;0.0;27.0;0.0;3.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;1;1;0.328;KG;22.5;68.6;BUFFET
27.0;2016-01-09T13:29:57.000Z;VENDA;Mesa 44;0.0;0.0;0.0;27.0;0.0;3.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
21.37;2016-01-09T13:31:08.000Z;VENDA;Mesa 70;0.0;0.0;0.0;21.37;0.0;2.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.37;0.0;0.0;1;1;0.246;KG;16.87;68.6;BUFFET
21.37;2016-01-09T13:31:08.000Z;VENDA;Mesa 70;0.0;0.0;0.0;21.37;0.0;2.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.37;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
32.79;2016-01-09T13:31:15.000Z;VENDA;Mesa 71;0.0;0.0;0.0;32.79;0.0;1.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.79;0.0;0.0;1;1;0.478;KG;32.79;68.6;BUFFET
27.29;2016-01-09T13:31:23.000Z;VENDA;Mesa 43;0.0;0.0;0.0;27.3;0.0;1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.3;0.0;0.0;1;1;0.398;KG;27.3;68.6;BUFFET
118.84;2016-01-09T13:32:08.000Z;VENDA;Mesa 25;0.0;0.0;0.0;118.85;0.0;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.85;0.0;0.0;1;1;1.0;UN;4.9;4.9;SUCO
118.84;2016-01-09T13:32:08.000Z;VENDA;Mesa 25;0.0;0.0;0.0;118.85;0.0;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.85;0.0;0.0;2;1;1.53;KG;104.95;68.6;BUFFET
118.84;2016-01-09T13:32:08.000Z;VENDA;Mesa 25;0.0;0.0;0.0;118.85;0.0;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.85;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
118.84;2016-01-09T13:32:08.000Z;VENDA;Mesa 25;0.0;0.0;0.0;118.85;0.0;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.85;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
190.95;2016-01-09T13:33:52.000Z;VENDA;Mesa 37;0.0;0.0;0.0;190.96;0.0;12.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.96;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
190.95;2016-01-09T13:33:52.000Z;VENDA;Mesa 37;0.0;0.0;0.0;190.96;0.0;12.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.96;0.0;0.0;2;1;1.0;UN;4.9;4.9;SUCO
190.95;2016-01-09T13:33:52.000Z;VENDA;Mesa 37;0.0;0.0;0.0;190.96;0.0;12.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.96;0.0;0.0;3;1;2.552;KG;175.06;68.6;BUFFET
190.95;2016-01-09T13:33:52.000Z;VENDA;Mesa 37;0.0;0.0;0.0;190.96;0.0;12.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.96;0.0;0.0;4;1;1.0;UN;6.5;6.5;CERVEJA LATA
27.02;2016-01-09T13:34:09.000Z;VENDA;Mesa 42;0.0;0.0;0.0;27.02;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.02;0.0;0.0;1;1;0.394;KG;27.02;68.6;BUFFET
93.43;2016-01-09T13:36:18.000Z;VENDA;Mesa 72;0.0;0.0;0.0;93.43;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.43;0.0;0.0;1;1;2.0;UN;7.0;3.5;AGUA
93.43;2016-01-09T13:36:18.000Z;VENDA;Mesa 72;0.0;0.0;0.0;93.43;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.43;0.0;0.0;2;1;1.26;KG;86.43;68.6;BUFFET
37.03;2016-01-09T13:37:01.000Z;VENDA;Mesa 80;0.0;0.0;0.0;37.04;0.0;1.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.04;0.0;0.0;1;1;0.54;KG;37.04;68.6;BUFFET
104.44;2016-01-09T13:41:20.000Z;VENDA;Mesa 81;0.0;0.0;0.0;104.45;0.0;7.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.45;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
104.44;2016-01-09T13:41:20.000Z;VENDA;Mesa 81;0.0;0.0;0.0;104.45;0.0;7.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.45;0.0;0.0;2;1;1.406;KG;96.45;68.6;BUFFET
104.44;2016-01-09T13:41:20.000Z;VENDA;Mesa 81;0.0;0.0;0.0;104.45;0.0;7.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.45;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
33.6;2016-01-09T13:46:38.000Z;VENDA;Mesa 85;0.0;0.0;0.0;33.61;0.0;1.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.61;0.0;0.0;1;1;0.49;KG;33.61;68.6;BUFFET
58.32;2016-01-09T13:47:26.000Z;VENDA;Mesa 82;0.0;0.0;0.0;58.32;0.0;4.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.32;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
58.32;2016-01-09T13:47:26.000Z;VENDA;Mesa 82;0.0;0.0;0.0;58.32;0.0;4.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.32;0.0;0.0;2;1;0.77;KG;52.82;68.6;BUFFET
58.32;2016-01-09T13:47:26.000Z;VENDA;Mesa 82;0.0;0.0;0.0;58.32;0.0;4.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.32;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
100.91;2016-01-09T13:48:14.000Z;VENDA;Mesa 92;0.0;0.0;0.0;100.92;0.0;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.92;0.0;0.0;1;1;1.34;KG;91.92;68.6;BUFFET
100.91;2016-01-09T13:48:14.000Z;VENDA;Mesa 92;0.0;0.0;0.0;100.92;0.0;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.92;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
100.91;2016-01-09T13:48:14.000Z;VENDA;Mesa 92;0.0;0.0;0.0;100.92;0.0;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.92;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
91.35;2016-01-09T13:49:12.000Z;VENDA;Mesa 76;0.0;0.0;0.0;91.35;0.0;6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.35;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
91.35;2016-01-09T13:49:12.000Z;VENDA;Mesa 76;0.0;0.0;0.0;91.35;0.0;6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.35;0.0;0.0;2;1;1.0;UN;5.5;5.5;REFRIGERANTE
91.35;2016-01-09T13:49:12.000Z;VENDA;Mesa 76;0.0;0.0;0.0;91.35;0.0;6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.35;0.0;0.0;3;1;1.186;KG;81.35;68.6;BUFFET
56.66;2016-01-09T13:52:19.000Z;VENDA;Mesa 93;0.0;0.0;0.0;56.66;0.0;2.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.66;0.0;0.0;1;1;0.826;KG;56.66;68.6;BUFFET
94.5;2016-01-09T13:58:39.000Z;VENDA;Mesa 66;0.0;0.0;0.0;94.51;0.0;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.51;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
94.5;2016-01-09T13:58:39.000Z;VENDA;Mesa 66;0.0;0.0;0.0;94.51;0.0;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.51;0.0;0.0;2;1;2.0;UN;2.0;1.0;CHA
94.5;2016-01-09T13:58:39.000Z;VENDA;Mesa 66;0.0;0.0;0.0;94.51;0.0;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.51;0.0;0.0;3;1;1.232;KG;84.51;68.6;BUFFET
94.5;2016-01-09T13:58:39.000Z;VENDA;Mesa 66;0.0;0.0;0.0;94.51;0.0;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.51;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
73.37;2016-01-09T13:59:36.000Z;VENDA;Mesa 98;0.0;0.0;0.0;73.37;0.0;3.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.37;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
73.37;2016-01-09T13:59:36.000Z;VENDA;Mesa 98;0.0;0.0;0.0;73.37;0.0;3.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.37;0.0;0.0;2;1;1.004;KG;68.87;68.6;BUFFET
49.45;2016-01-09T14:00:32.000Z;VENDA;Mesa 88;0.0;0.0;0.0;49.46;0.0;3.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.46;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
49.45;2016-01-09T14:00:32.000Z;VENDA;Mesa 88;0.0;0.0;0.0;49.46;0.0;3.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.46;0.0;0.0;2;1;0.67;KG;45.96;68.6;BUFFET
46.75;2016-01-09T14:01:03.000Z;VENDA;Mesa 87;0.0;0.0;0.0;46.75;0.0;3.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.75;0.0;0.0;1;1;0.616;KG;42.25;68.6;BUFFET
46.75;2016-01-09T14:01:03.000Z;VENDA;Mesa 87;0.0;0.0;0.0;46.75;0.0;3.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.75;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
73.48;2016-01-09T14:05:14.000Z;VENDA;Mesa 89;0.0;0.0;0.0;73.48;0.0;6.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.48;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
73.48;2016-01-09T14:05:14.000Z;VENDA;Mesa 89;0.0;0.0;0.0;73.48;0.0;6.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.48;0.0;0.0;2;1;1.0;UN;3.5;3.5;CAFE EXPRESSO
73.48;2016-01-09T14:05:14.000Z;VENDA;Mesa 89;0.0;0.0;0.0;73.48;0.0;6.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.48;0.0;0.0;3;1;0.838;KG;57.48;68.6;BUFFET
73.48;2016-01-09T14:05:14.000Z;VENDA;Mesa 89;0.0;0.0;0.0;73.48;0.0;6.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.48;0.0;0.0;4;1;2.0;UN;9.0;4.5;SUCO
85.99;2016-01-09T14:14:58.000Z;VENDA;Mesa 90;0.0;0.0;0.0;85.99;0.0;5.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.99;0.0;0.0;1;1;1.188;KG;81.49;68.6;BUFFET
85.99;2016-01-09T14:14:58.000Z;VENDA;Mesa 90;0.0;0.0;0.0;85.99;0.0;5.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.99;0.0;0.0;2;1;1.0;UN;4.5;4.5;CERVEJA
30.79;2016-01-09T14:19:11.000Z;VENDA;Mesa 95;0.0;0.0;0.0;30.8;0.0;2.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.8;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
30.79;2016-01-09T14:19:11.000Z;VENDA;Mesa 95;0.0;0.0;0.0;30.8;0.0;2.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.8;0.0;0.0;2;1;0.398;KG;27.3;68.6;BUFFET
32.62;2016-01-09T14:20:08.000Z;VENDA;Mesa 97;0.0;0.0;0.0;32.62;0.0;1.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.62;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
32.62;2016-01-09T14:20:08.000Z;VENDA;Mesa 97;0.0;0.0;0.0;32.62;0.0;1.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.62;0.0;0.0;2;1;0.41;KG;28.12;68.6;BUFFET
19.86;2016-01-09T14:21:09.000Z;VENDA;Mesa 96;0.0;0.0;0.0;19.86;0.0;0.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.86;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
19.86;2016-01-09T14:21:09.000Z;VENDA;Mesa 96;0.0;0.0;0.0;19.86;0.0;0.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.86;0.0;0.0;2;1;0.224;KG;15.36;68.6;BUFFET
82.38;2016-01-09T14:24:16.000Z;VENDA;Mesa 99;0.0;0.0;0.0;82.39;0.0;4.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.39;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
82.38;2016-01-09T14:24:16.000Z;VENDA;Mesa 99;0.0;0.0;0.0;82.39;0.0;4.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.39;0.0;0.0;2;1;1.15;KG;78.89;68.6;BUFFET
57.19;2016-01-11T11:57:51.000Z;VENDA;Mesa 5;0.0;0.0;0.0;57.21;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.21;0.0;0.0;1;1;0.834;KG;57.21;68.6;BUFFET
38.11;2016-01-11T12:01:50.000Z;VENDA;Mesa 2;0.0;0.0;0.0;38.11;0.0;3.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.11;0.0;0.0;1;1;0.49;KG;33.61;68.6;BUFFET
38.11;2016-01-11T12:01:50.000Z;VENDA;Mesa 2;0.0;0.0;0.0;38.11;0.0;3.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.11;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
38.41;2016-01-11T12:10:06.000Z;VENDA;Mesa 6;0.0;0.0;0.0;38.41;0.0;1.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.41;0.0;0.0;1;1;0.56;KG;38.41;68.6;BUFFET
53.16;2016-01-11T12:22:08.000Z;VENDA;Mesa 1;0.0;0.0;0.0;53.17;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.17;0.0;0.0;1;1;0.644;KG;44.17;68.6;BUFFET
53.16;2016-01-11T12:22:08.000Z;VENDA;Mesa 1;0.0;0.0;0.0;53.17;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.17;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
53.16;2016-01-11T12:22:08.000Z;VENDA;Mesa 1;0.0;0.0;0.0;53.17;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.17;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
18.42;2016-01-11T12:22:52.000Z;VENDA;Mesa 7;0.0;0.0;0.0;18.42;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.42;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
18.42;2016-01-11T12:22:52.000Z;VENDA;Mesa 7;0.0;0.0;0.0;18.42;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.42;0.0;0.0;2;1;0.254;KG;17.42;68.6;BUFFET
21.3;2016-01-11T12:23:40.000Z;VENDA;Mesa 8;0.0;0.0;0.0;21.3;0.0;1.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.3;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
21.3;2016-01-11T12:23:40.000Z;VENDA;Mesa 8;0.0;0.0;0.0;21.3;0.0;1.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.3;0.0;0.0;2;1;0.296;KG;20.3;68.6;BUFFET
21.65;2016-01-11T12:25:45.000Z;VENDA;Mesa 9;0.0;0.0;0.0;21.65;0.0;0.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.65;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
21.65;2016-01-11T12:25:45.000Z;VENDA;Mesa 9;0.0;0.0;0.0;21.65;0.0;0.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.65;0.0;0.0;2;1;0.25;KG;17.15;68.6;BUFFET
23.8;2016-01-11T12:26:18.000Z;VENDA;Mesa 10;0.0;0.0;0.0;23.8;0.0;2.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.8;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
23.8;2016-01-11T12:26:18.000Z;VENDA;Mesa 10;0.0;0.0;0.0;23.8;0.0;2.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.8;0.0;0.0;2;1;0.296;KG;20.3;68.6;BUFFET
50.86;2016-01-11T12:41:56.000Z;VENDA;Mesa 22;0.0;0.0;0.0;50.87;0.0;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.87;0.0;0.0;1;1;0.676;KG;46.37;68.6;BUFFET
50.86;2016-01-11T12:41:56.000Z;VENDA;Mesa 22;0.0;0.0;0.0;50.87;0.0;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.87;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
45.54;2016-01-11T12:52:22.000Z;VENDA;Mesa 30;0.0;0.0;0.0;45.55;0.0;1.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.55;0.0;0.0;1;1;0.664;KG;45.55;68.6;BUFFET
31.76;2016-01-11T12:53:11.000Z;VENDA;Mesa 25;0.0;0.0;0.0;31.76;0.0;2.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.76;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
31.76;2016-01-11T12:53:11.000Z;VENDA;Mesa 25;0.0;0.0;0.0;31.76;0.0;2.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.76;0.0;0.0;2;1;0.412;KG;28.26;68.6;BUFFET
48.54;2016-01-11T12:53:50.000Z;VENDA;Mesa 19;0.0;0.0;0.0;48.54;0.0;3.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.54;0.0;0.0;1;1;0.642;KG;44.04;68.6;BUFFET
48.54;2016-01-11T12:53:50.000Z;VENDA;Mesa 19;0.0;0.0;0.0;48.54;0.0;3.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.54;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
47.99;2016-01-11T12:54:05.000Z;VENDA;Mesa 23;0.0;0.0;0.0;47.99;0.0;3.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.99;0.0;0.0;1;1;0.634;KG;43.49;68.6;BUFFET
47.99;2016-01-11T12:54:05.000Z;VENDA;Mesa 23;0.0;0.0;0.0;47.99;0.0;3.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.99;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
37.83;2016-01-11T12:54:22.000Z;VENDA;Mesa 24;0.0;0.0;0.0;37.83;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.83;0.0;0.0;1;1;0.486;KG;33.33;68.6;BUFFET
37.83;2016-01-11T12:54:22.000Z;VENDA;Mesa 24;0.0;0.0;0.0;37.83;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.83;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
48.61;2016-01-11T13:04:32.000Z;VENDA;Mesa 43;0.0;0.0;0.0;48.61;0.0;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.61;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
48.61;2016-01-11T13:04:32.000Z;VENDA;Mesa 43;0.0;0.0;0.0;48.61;0.0;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.61;0.0;0.0;2;1;1.0;UN;3.5;3.5;AGUA
48.61;2016-01-11T13:04:32.000Z;VENDA;Mesa 43;0.0;0.0;0.0;48.61;0.0;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.61;0.0;0.0;3;1;0.592;KG;40.61;68.6;BUFFET
27.0;2016-01-11T13:05:01.000Z;VENDA;Mesa 21;0.0;0.0;0.0;27.0;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
27.0;2016-01-11T13:05:01.000Z;VENDA;Mesa 21;0.0;0.0;0.0;27.0;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;2;1;0.328;KG;22.5;68.6;BUFFET
28.26;2016-01-11T13:05:21.000Z;VENDA;Mesa 17;0.0;0.0;0.0;28.26;0.0;1.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.26;0.0;0.0;1;1;0.412;KG;28.26;68.6;BUFFET
30.59;2016-01-11T13:05:32.000Z;VENDA;Mesa 16;0.0;0.0;0.0;30.59;0.0;1.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.59;0.0;0.0;1;1;0.446;KG;30.59;68.6;BUFFET
