valorTotal;ide_dhEmi_date;weekNumber
32.69;2016-01-12T13:30:38.000Z;2
32.76;2016-01-12T13:30:45.000Z;2
47.37;2016-01-12T13:32:37.000Z;2
90.55;2016-01-12T13:33:18.000Z;2
52.47;2016-01-12T13:40:59.000Z;2
58.57;2016-01-12T13:46:38.000Z;2
45.88;2016-01-12T13:57:07.000Z;2
12.75;2016-01-12T14:01:32.000Z;2
79.22;2016-01-12T14:01:59.000Z;2
62.83;2016-01-12T14:02:10.000Z;2
64.3;2016-01-12T14:02:19.000Z;2
62.94;2016-01-12T14:07:22.000Z;2
25.17;2016-01-12T14:10:28.000Z;2
21.71;2016-01-12T14:10:35.000Z;2
74.29;2016-01-12T14:39:31.000Z;2
22.06;2016-01-12T15:06:37.000Z;2
13.17;2016-01-12T15:15:58.000Z;2
40.69;2016-01-12T15:16:21.000Z;2
94.18;2016-01-12T15:16:31.000Z;2
30.29;2016-01-12T15:16:53.000Z;2
33.06;2016-01-12T15:17:08.000Z;2
37.29;2016-01-12T15:23:17.000Z;2
35.37;2016-01-12T19:17:48.000Z;2
19.89;2016-01-12T19:20:12.000Z;2
24.11;2016-01-12T19:20:48.000Z;2
37.18;2016-01-12T19:44:38.000Z;2
39.23;2016-01-12T19:52:47.000Z;2
44.17;2016-01-12T19:53:16.000Z;2
245.09;2016-01-12T20:03:36.000Z;2
75.49;2016-01-12T20:17:37.000Z;2
64.99;2016-01-12T20:20:47.000Z;2
49.01;2016-01-12T20:20:57.000Z;2
54.57;2016-01-12T20:21:10.000Z;2
24.53;2016-01-12T20:21:22.000Z;2
41.23;2016-01-12T20:21:53.000Z;2
32.79;2016-01-12T20:22:27.000Z;2
82.29;2016-01-12T20:28:26.000Z;2
28.53;2016-01-12T20:29:39.000Z;2
66.64;2016-01-12T20:36:16.000Z;2
57.42;2016-01-12T20:37:51.000Z;2
40.33;2016-01-12T20:39:44.000Z;2
88.03;2016-01-12T20:41:04.000Z;2
85.37;2016-01-12T20:46:45.000Z;2
38.96;2016-01-12T20:47:33.000Z;2
83.29;2016-01-12T20:49:09.000Z;2
28.37;2016-01-12T21:00:25.000Z;2
127.03;2016-01-12T21:01:39.000Z;2
31.8;2016-01-12T21:04:35.000Z;2
22.33;2016-01-12T21:05:27.000Z;2
20.78;2016-01-12T21:07:15.000Z;2
66.68;2016-01-12T21:08:12.000Z;2
27.68;2016-01-12T21:08:28.000Z;2
68.93;2016-01-12T21:13:22.000Z;2
110.57;2016-01-12T21:13:38.000Z;2
51.09;2016-01-12T21:13:51.000Z;2
46.43;2016-01-12T21:13:59.000Z;2
39.84;2016-01-12T21:14:09.000Z;2
119.18;2016-01-12T21:14:20.000Z;2
114.59;2016-01-12T21:38:09.000Z;2
121.54;2016-01-12T21:39:59.000Z;2
49.87;2016-01-12T21:44:50.000Z;2
17.63;2016-01-12T21:47:19.000Z;2
22.98;2016-01-12T21:48:40.000Z;2
62.84;2016-01-12T21:49:45.000Z;2
82.66;2016-01-12T22:03:07.000Z;2
138.44;2016-01-12T22:20:58.000Z;2
64.21;2016-01-12T22:21:14.000Z;2
68.55;2016-01-12T22:22:01.000Z;2
88.96;2016-01-12T22:22:51.000Z;2
91.29;2016-01-12T22:23:08.000Z;2
29.78;2016-01-12T22:24:59.000Z;2
53.55;2016-01-12T22:25:08.000Z;2
29.74;2016-01-12T22:26:00.000Z;2
24.14;2016-01-12T22:26:08.000Z;2
133.19;2016-01-12T22:26:17.000Z;2
20.43;2016-01-12T22:26:26.000Z;2
36.71;2016-01-12T22:26:52.000Z;2
80.63;2016-01-12T22:27:00.000Z;2
28.28;2016-01-12T22:27:57.000Z;2
18.11;2016-01-12T23:17:57.000Z;2
51.19;2016-01-12T23:19:10.000Z;2
34.15;2016-01-12T23:20:26.000Z;2
57.93;2016-01-12T23:24:42.000Z;2
48.33;2016-01-12T23:25:32.000Z;2
94.49;2016-01-13T12:22:13.000Z;2
25.65;2016-01-13T12:22:28.000Z;2
28.4;2016-01-13T12:22:38.000Z;2
73.74;2016-01-13T12:23:25.000Z;2
33.41;2016-01-13T12:24:02.000Z;2
34.98;2016-01-13T12:25:41.000Z;2
43.42;2016-01-13T12:26:07.000Z;2
36.01;2016-01-13T12:26:38.000Z;2
129.63;2016-01-13T12:27:33.000Z;2
83.38;2016-01-13T12:29:05.000Z;2
26.25;2016-01-13T12:30:01.000Z;2
114.29;2016-01-13T12:30:25.000Z;2
39.56;2016-01-13T12:34:09.000Z;2
30.22;2016-01-13T12:34:20.000Z;2
48.48;2016-01-13T12:37:46.000Z;2
25.83;2016-01-13T12:48:43.000Z;2
41.78;2016-01-13T12:49:09.000Z;2
48.5;2016-01-13T12:49:17.000Z;2
38.21;2016-01-13T12:49:26.000Z;2
64.45;2016-01-13T12:52:40.000Z;2
30.23;2016-01-13T12:53:48.000Z;2
22.77;2016-01-13T12:59:18.000Z;2
162.54;2016-01-13T13:04:03.000Z;2
36.96;2016-01-13T13:05:07.000Z;2
80.23;2016-01-13T13:14:16.000Z;2
11.52;2016-01-13T13:14:23.000Z;2
21.54;2016-01-13T13:14:31.000Z;2
54.73;2016-01-13T13:14:46.000Z;2
75.54;2016-01-13T13:15:27.000Z;2
33.29;2016-01-13T13:15:38.000Z;2
46.27;2016-01-13T13:15:46.000Z;2
65.13;2016-01-13T13:15:54.000Z;2
174.51;2016-01-13T13:16:03.000Z;2
34.78;2016-01-13T13:17:07.000Z;2
86.69;2016-01-13T13:17:19.000Z;2
77.43;2016-01-13T13:20:34.000Z;2
89.0;2016-01-13T13:24:45.000Z;2
26.41;2016-01-13T13:26:17.000Z;2
20.3;2016-01-13T13:26:26.000Z;2
21.4;2016-01-13T13:26:33.000Z;2
100.07;2016-01-13T13:29:24.000Z;2
88.59;2016-01-13T13:34:56.000Z;2
19.79;2016-01-13T13:35:41.000Z;2
28.3;2016-01-13T13:36:07.000Z;2
71.36;2016-01-13T13:37:32.000Z;2
100.07;2016-01-13T13:37:51.000Z;2
77.69;2016-01-13T13:38:08.000Z;2
51.64;2016-01-13T13:41:06.000Z;2
34.62;2016-01-13T13:42:11.000Z;2
23.18;2016-01-13T13:43:43.000Z;2
42.58;2016-01-13T13:43:54.000Z;2
36.54;2016-01-13T13:44:05.000Z;2
96.95;2016-01-13T13:45:09.000Z;2
151.02;2016-01-13T13:46:45.000Z;2
48.53;2016-01-13T13:47:54.000Z;2
64.12;2016-01-13T13:49:29.000Z;2
101.93;2016-01-13T13:50:15.000Z;2
37.39;2016-01-13T13:50:27.000Z;2
38.13;2016-01-13T13:50:34.000Z;2
19.61;2016-01-13T13:50:42.000Z;2
67.62;2016-01-13T13:55:54.000Z;2
69.81;2016-01-13T13:58:37.000Z;2
127.76;2016-01-13T14:02:59.000Z;2
49.99;2016-01-13T14:10:40.000Z;2
33.5;2016-01-13T14:11:25.000Z;2
53.85;2016-01-13T14:16:40.000Z;2
23.18;2016-01-13T14:18:24.000Z;2
43.54;2016-01-13T14:18:44.000Z;2
80.71;2016-01-13T14:55:42.000Z;2
67.78;2016-01-13T18:59:31.000Z;2
71.11;2016-01-13T19:13:32.000Z;2
46.5;2016-01-13T19:16:43.000Z;2
36.42;2016-01-13T19:17:30.000Z;2
91.84;2016-01-13T19:28:32.000Z;2
41.78;2016-01-13T19:37:04.000Z;2
22.63;2016-01-13T19:45:06.000Z;2
296.07;2016-01-13T19:56:18.000Z;2
96.72;2016-01-13T19:57:07.000Z;2
82.55;2016-01-13T20:06:41.000Z;2
210.17;2016-01-13T20:12:42.000Z;2
91.44;2016-01-13T20:15:04.000Z;2
115.09;2016-01-13T20:16:09.000Z;2
107.82;2016-01-13T20:21:46.000Z;2
95.94;2016-01-13T20:23:04.000Z;2
21.12;2016-01-13T20:23:54.000Z;2
97.64;2016-01-13T20:31:03.000Z;2
28.67;2016-01-13T20:52:49.000Z;2
112.39;2016-01-13T20:54:24.000Z;2
54.51;2016-01-13T20:57:49.000Z;2
85.85;2016-01-13T20:59:47.000Z;2
71.88;2016-01-13T21:11:49.000Z;2
193.59;2016-01-13T21:13:56.000Z;2
54.38;2016-01-13T21:14:44.000Z;2
60.01;2016-01-13T21:14:54.000Z;2
60.01;2016-01-13T21:14:54.000Z;2
47.38;2016-01-13T21:35:47.000Z;2
65.76;2016-01-13T21:41:09.000Z;2
95.03;2016-01-13T21:42:21.000Z;2
51.37;2016-01-13T21:42:38.000Z;2
51.37;2016-01-13T21:42:38.000Z;2
58.27;2016-01-13T21:51:16.000Z;2
198.32;2016-01-13T21:54:42.000Z;2
59.59;2016-01-13T21:54:49.000Z;2
46.14;2016-01-13T21:54:58.000Z;2
38.46;2016-01-13T21:55:05.000Z;2
101.95;2016-01-13T21:56:18.000Z;2
102.66;2016-01-13T21:56:54.000Z;2
122.05;2016-01-13T21:57:08.000Z;2
66.93;2016-01-13T21:57:32.000Z;2
45.2;2016-01-13T21:57:55.000Z;2
39.43;2016-01-13T21:58:05.000Z;2
71.66;2016-01-13T21:58:13.000Z;2
109.22;2016-01-13T22:00:06.000Z;2
33.82;2016-01-13T22:00:14.000Z;2
161.84;2016-01-13T22:00:56.000Z;2
157.75;2016-01-13T22:05:13.000Z;2
76.34;2016-01-13T22:08:28.000Z;2
68.17;2016-01-13T22:10:26.000Z;2
198.69;2016-01-13T22:10:57.000Z;2
50.96;2016-01-13T22:11:10.000Z;2
79.28;2016-01-13T22:12:38.000Z;2
45.73;2016-01-13T22:15:42.000Z;2
41.75;2016-01-13T22:21:34.000Z;2
41.75;2016-01-13T22:21:34.000Z;2
91.39;2016-01-13T22:32:29.000Z;2
126.83;2016-01-13T22:32:41.000Z;2
115.71;2016-01-13T22:32:56.000Z;2
249.95;2016-01-13T22:53:57.000Z;2
63.16;2016-01-13T23:03:14.000Z;2
608.91;2016-01-13T23:05:50.000Z;2
41.22;2016-01-13T23:11:18.000Z;2
27.92;2016-01-14T12:06:48.000Z;2
30.52;2016-01-14T12:13:26.000Z;2
26.04;2016-01-14T12:18:23.000Z;2
19.79;2016-01-14T12:21:51.000Z;2
21.4;2016-01-14T12:22:04.000Z;2
27.54;2016-01-14T12:22:15.000Z;2
42.5;2016-01-14T12:22:24.000Z;2
23.32;2016-01-14T12:24:56.000Z;2
44.86;2016-01-14T12:25:52.000Z;2
38.25;2016-01-14T12:37:59.000Z;2
36.97;2016-01-14T12:46:12.000Z;2
25.62;2016-01-14T12:46:59.000Z;2
42.21;2016-01-14T12:47:40.000Z;2
33.47;2016-01-14T12:47:50.000Z;2
19.89;2016-01-14T12:48:09.000Z;2
33.03;2016-01-14T12:49:05.000Z;2
29.08;2016-01-14T12:49:19.000Z;2
28.26;2016-01-14T12:49:27.000Z;2
23.66;2016-01-14T12:49:35.000Z;2
20.37;2016-01-14T12:49:42.000Z;2
61.57;2016-01-14T12:52:30.000Z;2
17.69;2016-01-14T12:54:23.000Z;2
117.62;2016-01-14T12:57:14.000Z;2
117.62;2016-01-14T12:57:14.000Z;2
29.05;2016-01-14T12:58:03.000Z;2
65.09;2016-01-14T12:58:40.000Z;2
35.46;2016-01-14T12:58:54.000Z;2
99.51;2016-01-14T12:59:04.000Z;2
25.52;2016-01-14T12:59:11.000Z;2
39.92;2016-01-14T12:59:19.000Z;2
22.63;2016-01-14T12:59:38.000Z;2
34.09;2016-01-14T12:59:46.000Z;2
49.52;2016-01-14T13:01:25.000Z;2
24.76;2016-01-14T13:01:58.000Z;2
34.95;2016-01-14T13:02:05.000Z;2
25.24;2016-01-14T13:02:34.000Z;2
137.0;2016-01-14T13:04:56.000Z;2
88.43;2016-01-14T13:07:28.000Z;2
63.48;2016-01-14T13:09:25.000Z;2
22.19;2016-01-14T13:14:38.000Z;2
27.54;2016-01-14T13:15:13.000Z;2
39.76;2016-01-14T13:15:33.000Z;2
63.08;2016-01-14T13:20:24.000Z;2
27.13;2016-01-14T13:25:05.000Z;2
67.29;2016-01-14T13:25:58.000Z;2
23.29;2016-01-14T13:26:05.000Z;2
31.39;2016-01-14T13:26:14.000Z;2
40.23;2016-01-14T13:26:21.000Z;2
63.86;2016-01-14T13:27:13.000Z;2
27.54;2016-01-14T13:29:33.000Z;2
74.02;2016-01-14T13:30:23.000Z;2
71.41;2016-01-14T13:30:59.000Z;2
25.97;2016-01-14T13:31:10.000Z;2
15.64;2016-01-14T13:31:26.000Z;2
38.08;2016-01-14T13:31:48.000Z;2
38.89;2016-01-14T13:33:57.000Z;2
31.66;2016-01-14T13:36:25.000Z;2
27.78;2016-01-14T13:37:11.000Z;2
37.15;2016-01-14T13:39:46.000Z;2
25.62;2016-01-14T13:39:53.000Z;2
85.57;2016-01-14T13:40:44.000Z;2
133.63;2016-01-14T13:42:19.000Z;2
30.52;2016-01-14T13:42:34.000Z;2
41.09;2016-01-14T13:42:42.000Z;2
62.07;2016-01-14T13:45:25.000Z;2
16.05;2016-01-14T13:46:13.000Z;2
92.11;2016-01-14T13:47:55.000Z;2
48.91;2016-01-14T13:52:50.000Z;2
35.87;2016-01-14T13:53:06.000Z;2
35.26;2016-01-14T13:53:14.000Z;2
22.7;2016-01-14T13:53:22.000Z;2
30.56;2016-01-14T13:53:29.000Z;2
33.44;2016-01-14T13:57:32.000Z;2
27.08;2016-01-14T13:58:17.000Z;2
37.04;2016-01-14T13:58:50.000Z;2
57.41;2016-01-15T12:01:29.000Z;2
30.11;2016-01-15T12:04:24.000Z;2
20.71;2016-01-15T12:06:50.000Z;2
94.84;2016-01-15T12:19:03.000Z;2
18.38;2016-01-15T12:20:22.000Z;2
61.56;2016-01-15T12:22:49.000Z;2
26.58;2016-01-15T12:25:56.000Z;2
31.39;2016-01-15T12:26:33.000Z;2
29.88;2016-01-15T12:27:17.000Z;2
29.33;2016-01-15T12:27:48.000Z;2
53.3;2016-01-15T12:39:55.000Z;2
29.77;2016-01-15T12:40:18.000Z;2
76.54;2016-01-15T12:40:28.000Z;2
23.84;2016-01-15T12:40:36.000Z;2
27.82;2016-01-15T12:41:40.000Z;2
49.47;2016-01-15T12:41:54.000Z;2
27.06;2016-01-15T12:42:06.000Z;2
50.14;2016-01-15T12:42:14.000Z;2
26.17;2016-01-15T12:42:22.000Z;2
26.31;2016-01-15T12:42:36.000Z;2
34.56;2016-01-15T12:46:30.000Z;2
22.54;2016-01-15T12:47:46.000Z;2
54.3;2016-01-15T12:48:15.000Z;2
34.02;2016-01-15T12:53:38.000Z;2
34.4;2016-01-15T12:54:14.000Z;2
67.18;2016-01-15T12:54:22.000Z;2
56.21;2016-01-15T12:54:30.000Z;2
30.15;2016-01-15T12:54:44.000Z;2
23.84;2016-01-15T12:55:23.000Z;2
26.86;2016-01-15T12:55:35.000Z;2
33.31;2016-01-15T12:55:49.000Z;2
26.04;2016-01-15T12:58:12.000Z;2
38.07;2016-01-15T12:58:58.000Z;2
28.37;2016-01-15T12:59:34.000Z;2
40.3;2016-01-15T13:03:42.000Z;2
75.44;2016-01-15T13:03:50.000Z;2
61.91;2016-01-15T13:05:07.000Z;2
55.21;2016-01-15T13:06:41.000Z;2
19.2;2016-01-15T13:07:19.000Z;2
40.98;2016-01-15T13:08:24.000Z;2
29.47;2016-01-15T13:09:30.000Z;2
32.62;2016-01-15T13:13:37.000Z;2
26.86;2016-01-15T13:13:45.000Z;2
46.58;2016-01-15T13:14:12.000Z;2
46.03;2016-01-15T13:14:59.000Z;2
54.57;2016-01-15T13:15:34.000Z;2
86.66;2016-01-15T13:25:52.000Z;2
24.83;2016-01-15T13:26:24.000Z;2
29.33;2016-01-15T13:26:37.000Z;2
24.39;2016-01-15T13:26:46.000Z;2
18.93;2016-01-15T13:26:55.000Z;2
21.65;2016-01-15T13:27:12.000Z;2
21.12;2016-01-15T13:28:27.000Z;2
30.45;2016-01-15T13:28:35.000Z;2
45.52;2016-01-15T13:29:02.000Z;2
39.34;2016-01-15T13:29:11.000Z;2
26.41;2016-01-15T13:29:22.000Z;2
34.95;2016-01-15T13:29:28.000Z;2
34.82;2016-01-15T13:29:37.000Z;2
57.52;2016-01-15T13:29:51.000Z;2
25.24;2016-01-15T13:30:08.000Z;2
26.34;2016-01-15T13:30:18.000Z;2
41.5;2016-01-15T13:30:29.000Z;2
33.03;2016-01-15T13:31:01.000Z;2
26.41;2016-01-15T13:31:51.000Z;2
53.99;2016-01-15T13:33:32.000Z;2
26.61;2016-01-15T13:33:56.000Z;2
59.41;2016-01-15T13:39:17.000Z;2
41.4;2016-01-15T13:45:26.000Z;2
31.28;2016-01-15T13:45:36.000Z;2
27.02;2016-01-15T13:46:39.000Z;2
38.66;2016-01-15T13:46:50.000Z;2
46.66;2016-01-15T13:51:22.000Z;2
32.48;2016-01-15T13:55:24.000Z;2
29.73;2016-01-15T13:55:48.000Z;2
42.8;2016-01-16T11:42:24.000Z;2
57.07;2016-01-16T11:59:26.000Z;2
53.82;2016-01-16T12:13:22.000Z;2
81.02;2016-01-16T12:14:11.000Z;2
40.73;2016-01-16T12:19:18.000Z;2
124.64;2016-01-16T12:20:33.000Z;2
92.95;2016-01-16T12:23:14.000Z;2
80.23;2016-01-16T12:28:40.000Z;2
66.68;2016-01-16T12:35:34.000Z;2
60.3;2016-01-16T12:37:09.000Z;2
67.42;2016-01-16T12:38:35.000Z;2
33.75;2016-01-16T12:40:52.000Z;2
25.62;2016-01-16T12:43:56.000Z;2
34.4;2016-01-16T12:49:34.000Z;2
34.4;2016-01-16T12:52:55.000Z;2
22.5;2016-01-16T12:54:10.000Z;2
59.29;2016-01-16T12:56:46.000Z;2
70.59;2016-01-16T12:58:59.000Z;2
55.77;2016-01-16T13:01:40.000Z;2
68.39;2016-01-16T13:02:31.000Z;2
88.95;2016-01-16T13:03:34.000Z;2
27.51;2016-01-16T13:04:04.000Z;2
63.55;2016-01-16T13:04:58.000Z;2
48.76;2016-01-16T13:05:17.000Z;2
45.78;2016-01-16T13:05:25.000Z;2
24.25;2016-01-16T13:05:41.000Z;2
31.94;2016-01-16T13:08:04.000Z;2
75.86;2016-01-16T13:11:00.000Z;2
48.69;2016-01-16T13:12:51.000Z;2
22.26;2016-01-16T13:13:30.000Z;2
25.08;2016-01-16T13:13:38.000Z;2
85.15;2016-01-16T13:17:43.000Z;2
96.88;2016-01-16T13:20:20.000Z;2
64.56;2016-01-16T13:24:02.000Z;2
54.49;2016-01-16T13:25:06.000Z;2
74.68;2016-01-16T13:27:59.000Z;2
16.6;2016-01-16T13:29:47.000Z;2
35.8;2016-01-16T13:30:32.000Z;2
72.75;2016-01-16T13:31:14.000Z;2
34.23;2016-01-16T13:31:28.000Z;2
69.46;2016-01-16T13:34:24.000Z;2
66.5;2016-01-16T13:42:21.000Z;2
70.19;2016-01-16T13:43:21.000Z;2
58.82;2016-01-16T13:43:59.000Z;2
22.33;2016-01-16T13:44:17.000Z;2
33.31;2016-01-16T13:44:26.000Z;2
39.64;2016-01-16T13:48:50.000Z;2
89.93;2016-01-16T13:50:35.000Z;2
50.32;2016-01-16T13:52:30.000Z;2
61.24;2016-01-16T13:57:00.000Z;2
64.13;2016-01-16T13:58:18.000Z;2
27.96;2016-01-16T14:05:08.000Z;2
36.39;2016-01-16T14:05:26.000Z;2
78.38;2016-01-16T14:11:04.000Z;2
36.66;2016-01-16T14:13:40.000Z;2
26.04;2016-01-16T14:14:15.000Z;2
370.48;2016-01-16T14:25:32.000Z;2
85.02;2016-01-16T14:32:04.000Z;2
134.64;2016-01-16T15:14:40.000Z;2
35.94;2016-01-18T12:10:18.000Z;3
41.91;2016-01-18T12:25:08.000Z;3
27.85;2016-01-18T12:26:25.000Z;3
42.8;2016-01-18T12:26:34.000Z;3
29.74;2016-01-18T12:26:45.000Z;3
26.04;2016-01-18T12:31:39.000Z;3
110.23;2016-01-18T12:35:24.000Z;3
40.42;2016-01-18T12:40:09.000Z;3
34.29;2016-01-18T12:43:40.000Z;3
31.76;2016-01-18T12:44:23.000Z;3
71.82;2016-01-18T12:45:06.000Z;3
51.39;2016-01-18T12:45:55.000Z;3
31.83;2016-01-18T12:48:46.000Z;3
38.07;2016-01-18T12:48:52.000Z;3
51.24;2016-01-18T12:54:47.000Z;3
27.47;2016-01-18T13:00:42.000Z;3
43.35;2016-01-18T13:01:26.000Z;3
85.34;2016-01-18T13:02:29.000Z;3
22.29;2016-01-18T13:04:19.000Z;3
17.97;2016-01-18T13:04:50.000Z;3
35.94;2016-01-18T13:05:36.000Z;3
58.38;2016-01-18T13:05:50.000Z;3
31.52;2016-01-18T13:06:05.000Z;3
29.33;2016-01-18T13:06:23.000Z;3
92.46;2016-01-18T13:06:45.000Z;3
47.19;2016-01-18T13:07:40.000Z;3
24.11;2016-01-18T13:09:39.000Z;3
25.35;2016-01-18T13:10:25.000Z;3
29.49;2016-01-18T13:11:05.000Z;3
58.25;2016-01-18T13:18:18.000Z;3
22.77;2016-01-18T13:21:06.000Z;3
31.28;2016-01-18T13:23:13.000Z;3
49.06;2016-01-18T13:25:38.000Z;3
51.86;2016-01-18T13:28:13.000Z;3
15.77;2016-01-18T13:28:53.000Z;3
56.84;2016-01-18T13:30:45.000Z;3
31.21;2016-01-18T13:37:57.000Z;3
27.13;2016-01-18T13:39:13.000Z;3
24.08;2016-01-18T13:39:51.000Z;3
28.88;2016-01-18T13:40:01.000Z;3
80.85;2016-01-18T13:41:43.000Z;3
70.04;2016-01-18T13:44:26.000Z;3
32.9;2016-01-18T13:52:40.000Z;3
29.33;2016-01-18T13:52:50.000Z;3
36.6;2016-01-18T13:52:59.000Z;3
38.79;2016-01-18T13:53:06.000Z;3
35.27;2016-01-18T14:04:25.000Z;3
71.12;2016-01-18T14:06:49.000Z;3
31.0;2016-01-18T14:11:22.000Z;3
28.33;2016-01-18T14:20:11.000Z;3
145.59;2016-01-18T14:20:21.000Z;3
51.65;2016-01-18T14:30:05.000Z;3
51.67;2016-01-18T14:33:29.000Z;3
31.51;2016-01-18T14:33:43.000Z;3
11.93;2016-01-18T18:57:28.000Z;3
23.32;2016-01-18T19:16:36.000Z;3
27.85;2016-01-18T19:23:02.000Z;3
69.48;2016-01-18T19:25:19.000Z;3
33.13;2016-01-18T19:26:34.000Z;3
40.16;2016-01-18T19:38:28.000Z;3
134.12;2016-01-18T19:42:14.000Z;3
45.27;2016-01-18T19:55:39.000Z;3
62.73;2016-01-18T19:58:40.000Z;3
64.48;2016-01-18T20:05:17.000Z;3
37.04;2016-01-18T20:07:51.000Z;3
30.01;2016-01-18T20:08:00.000Z;3
25.38;2016-01-18T20:11:01.000Z;3
21.92;2016-01-18T20:14:04.000Z;3
89.89;2016-01-18T20:16:46.000Z;3
121.16;2016-01-18T20:39:48.000Z;3
112.17;2016-01-18T20:44:12.000Z;3
104.08;2016-01-18T20:45:15.000Z;3
56.6;2016-01-18T20:52:19.000Z;3
41.98;2016-01-18T20:54:33.000Z;3
175.86;2016-01-18T20:59:17.000Z;3
121.11;2016-01-18T20:59:27.000Z;3
106.39;2016-01-18T21:05:28.000Z;3
85.76;2016-01-18T21:09:39.000Z;3
41.73;2016-01-18T21:13:52.000Z;3
95.1;2016-01-18T21:16:52.000Z;3
21.54;2016-01-18T21:23:50.000Z;3
66.81;2016-01-18T21:25:24.000Z;3
36.35;2016-01-18T21:27:08.000Z;3
65.27;2016-01-18T21:27:21.000Z;3
60.5;2016-01-18T21:27:31.000Z;3
37.37;2016-01-18T21:27:43.000Z;3
41.37;2016-01-18T21:27:53.000Z;3
71.94;2016-01-18T21:30:08.000Z;3
23.01;2016-01-18T21:31:00.000Z;3
37.64;2016-01-18T21:31:36.000Z;3
39.48;2016-01-18T21:44:02.000Z;3
18.24;2016-01-18T21:49:51.000Z;3
75.83;2016-01-18T21:50:03.000Z;3
28.09;2016-01-18T21:51:22.000Z;3
33.03;2016-01-18T21:51:54.000Z;3
35.11;2016-01-18T21:52:45.000Z;3
32.17;2016-01-18T21:54:50.000Z;3
35.71;2016-01-18T21:55:40.000Z;3
53.05;2016-01-18T21:56:38.000Z;3
180.01;2016-01-18T21:59:21.000Z;3
74.55;2016-01-18T22:00:18.000Z;3
97.25;2016-01-18T22:01:06.000Z;3
65.4;2016-01-18T22:02:19.000Z;3
55.9;2016-01-18T22:06:14.000Z;3
43.83;2016-01-18T22:11:31.000Z;3
31.89;2016-01-18T22:11:40.000Z;3
40.41;2016-01-18T22:32:55.000Z;3
30.39;2016-01-18T22:33:24.000Z;3
68.27;2016-01-18T22:33:52.000Z;3
66.34;2016-01-18T22:39:00.000Z;3
259.63;2016-01-18T22:53:04.000Z;3
25.65;2016-01-18T22:53:46.000Z;3
68.16;2016-01-18T23:03:32.000Z;3
19.89;2016-01-19T12:15:48.000Z;3
21.12;2016-01-19T12:16:58.000Z;3
27.57;2016-01-19T12:17:50.000Z;3
31.76;2016-01-19T12:18:31.000Z;3
68.25;2016-01-19T12:22:51.000Z;3
77.86;2016-01-19T12:32:17.000Z;3
33.88;2016-01-19T12:35:55.000Z;3
29.01;2016-01-19T12:36:02.000Z;3
20.29;2016-01-19T12:36:11.000Z;3
113.9;2016-01-19T12:37:12.000Z;3
23.46;2016-01-19T12:38:00.000Z;3
28.53;2016-01-19T12:39:55.000Z;3
84.34;2016-01-19T12:47:20.000Z;3
65.07;2016-01-19T12:48:57.000Z;3
42.91;2016-01-19T12:56:56.000Z;3
40.3;2016-01-19T13:01:10.000Z;3
31.04;2016-01-19T13:01:49.000Z;3
36.33;2016-01-19T13:02:21.000Z;3
37.52;2016-01-19T13:04:29.000Z;3
21.61;2016-01-19T13:05:21.000Z;3
84.86;2016-01-19T13:05:31.000Z;3
41.26;2016-01-19T13:05:38.000Z;3
47.04;2016-01-19T13:05:46.000Z;3
24.53;2016-01-19T13:05:55.000Z;3
52.78;2016-01-19T13:06:03.000Z;3
74.08;2016-01-19T13:08:00.000Z;3
36.59;2016-01-19T13:09:26.000Z;3
110.48;2016-01-19T13:09:32.000Z;3
32.48;2016-01-19T13:11:56.000Z;3
54.3;2016-01-19T13:12:49.000Z;3
29.47;2016-01-19T13:13:00.000Z;3
41.54;2016-01-19T13:20:17.000Z;3
32.21;2016-01-19T13:20:52.000Z;3
63.68;2016-01-19T13:22:04.000Z;3
36.08;2016-01-19T13:22:18.000Z;3
57.28;2016-01-19T13:29:07.000Z;3
26.38;2016-01-19T13:30:04.000Z;3
33.44;2016-01-19T13:30:40.000Z;3
60.81;2016-01-19T13:32:17.000Z;3
77.17;2016-01-19T13:34:13.000Z;3
28.37;2016-01-19T13:35:04.000Z;3
48.53;2016-01-19T13:35:31.000Z;3
36.05;2016-01-19T13:36:20.000Z;3
81.65;2016-01-19T13:43:20.000Z;3
57.42;2016-01-19T13:47:45.000Z;3
47.94;2016-01-19T13:53:12.000Z;3
43.35;2016-01-19T13:53:25.000Z;3
43.45;2016-01-19T13:59:10.000Z;3
27.3;2016-01-19T14:05:52.000Z;3
32.35;2016-01-19T14:11:47.000Z;3
54.64;2016-01-19T14:36:03.000Z;3
79.55;2016-01-19T15:02:09.000Z;3
32.21;2016-01-19T15:03:42.000Z;3
115.13;2016-01-19T15:04:24.000Z;3
51.28;2016-01-19T19:14:15.000Z;3
41.08;2016-01-19T19:15:22.000Z;3
68.24;2016-01-19T19:16:12.000Z;3
34.74;2016-01-19T19:25:20.000Z;3
125.62;2016-01-19T19:28:08.000Z;3
50.53;2016-01-19T19:29:51.000Z;3
32.79;2016-01-19T19:40:24.000Z;3
118.79;2016-01-19T19:44:40.000Z;3
66.23;2016-01-19T19:51:16.000Z;3
48.76;2016-01-19T19:54:36.000Z;3
86.91;2016-01-19T19:58:01.000Z;3
48.12;2016-01-19T20:01:51.000Z;3
48.12;2016-01-19T20:01:51.000Z;3
42.98;2016-01-19T20:07:03.000Z;3
87.66;2016-01-19T20:07:16.000Z;3
47.99;2016-01-19T20:08:00.000Z;3
